변수명,Label
, 13) 서양식밀키트
, 14) 샐러드
," 15) 신선편의채소(절단채소, 깐마늘, 세척당근, 깐양파 등)"
," 16) 신선편의과일(컵과일, 컷과일, 과일파우치 등)"
C8_3,"  1) 즉석밥류 (즉석밥, 볶음밥, 덮밥류, 냉동볶음밥/비빔밥류 등)"
,"  2) 즉석 국류/찌개/탕류(해장국, 갈비탕, 삼계탕, 육개장, 김치찌개, 냉동탕/국/찌개류 등)"
,"  3) 죽/스프류 (단팥죽, 전복죽, 양송이스프 등) ※ 분말제외"
,"  4) 만두/피자류 (냉동만두/딤섬류, 냉동피자류/ 핫도그류)"
,"  5) 육류 (순대, 치킨, (냉동)돈까스, 떡갈비 등)"
,"  6) 수산물 (낙지볶음, 해물찜, 생선조림류 등)"
,"  7) 소스/양념류(찌개양념, 볶음양념, 떡볶이 소스, 스파게티 소스, 3분카레, 3분짜장 등)"
,"  8) 즉석 떡볶이/면류 (떡볶이, 생라면, 생짜장면, 파스타, 냉면 등)"
,"  9) 즉석섭취 식사류(도시락, 김밥류, 샌드위치/햄버거류 등)"
, 10) 즉석섭취 반찬류
, 11) 한식밀키트
, 12) 동양식밀키트
, 13) 서양식밀키트
, 14) 샐러드
," 15) 신선편의채소(절단채소, 깐마늘, 세척당근, 깐양파 등)"
," 16) 신선편의과일(컵과일, 컷과일, 과일파우치 등)"
C9_1,  1) 매우 불만족 한다
,  2) 불만족하는 편이다
,  3) 보통이다
,  4) 만족하는 편이다
,  5) 매우 만족한다
C9_2,  1) 매우 불만족 한다
,  2) 불만족하는 편이다
,  3) 보통이다
,  4) 만족하는 편이다
,  5) 매우 만족한다
C9_3,  1) 매우 불만족 한다
,  2) 불만족하는 편이다
,  3) 보통이다
,  4) 만족하는 편이다
,  5) 매우 만족한다
C9_4,  1) 매우 불만족 한다
,  2) 불만족하는 편이다
,  3) 보통이다
,  4) 만족하는 편이다
,  5) 매우 만족한다
C9_5,  1) 매우 불만족 한다
,  2) 불만족하는 편이다
,  3) 보통이다
,  4) 만족하는 편이다
,  5) 매우 만족한다
C9_6,  1) 매우 불만족 한다
,  2) 불만족하는 편이다
,  3) 보통이다
,  4) 만족하는 편이다
,  5) 매우 만족한다
C9_7,  1) 매우 불만족 한다
,  2) 불만족하는 편이다
,  3) 보통이다
,  4) 만족하는 편이다
,  5) 매우 만족한다
C10_1,  1) 가격이 비싸서
,  2) 가족의 식사는 직접 조리(요리)해야 한다고 생각해서
,  3) 맛이 없어서
,  4) 원재료의 원산지와 품질이 의심스러워서/믿음이 가지 않아서
,  5) 균형잡힌 영양섭취를 할 수 없을 것 같아서
,"  6) 어떤 제품이 있는지, 어디서 파는지 몰라서"
,"  7) 안전성(신선도, 소비/유통기한 등)이 염려되어서"
,  8) 첨가물이 걱정되어서
,  9) 제품이 다양하지 않아서
, 21) 음식을 남기기 싫어서
, 22) 음식 양이 많아서
, 23) 가족이 선호하지 않아서
, 81) 집에서 조리를 하지 않아서
, 97) 구입함
, 98) 없음
, 99) 모름
C10_2,  1) 가격이 비싸서
,  2) 가족의 식사는 직접 조리(요리)해야 한다고 생각해서
,  3) 맛이 없어서
,  4) 원재료의 원산지와 품질이 의심스러워서/믿음이 가지 않아서
,  5) 균형잡힌 영양섭취를 할 수 없을 것 같아서
,"  6) 어떤 제품이 있는지, 어디서 파는지 몰라서"
,"  7) 안전성(신선도, 소비/유통기한 등)이 염려되어서"
,  8) 첨가물이 걱정되어서
,  9) 제품이 다양하지 않아서
, 21) 음식을 남기기 싫어서
, 22) 음식 양이 많아서
, 23) 가족이 선호하지 않아서
, 81) 집에서 조리를 하지 않아서
, 97) 구입함
, 98) 없음
, 99) 모름
C11,  1) 매우 감소할 것이다
,  2) 약간 감소할 것이다
,  3) 현 수준을 유지할 것이다
,  4) 약간 증가할 것이다
,  5) 매우 증가할 것이다
D1,  1) 알고 있다
,  2) 들어본 적은 있다
,  3) 모른다
D1_1,  1) 알고 있다
,  2) 모른다
D2_1,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
D2_2,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
D2_3,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
D2_4,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
D2_5,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
D2_6,  0) 구입 없음
,  1) 매우 감소
,  2) 약간 감소
,  3) 비슷
,  4) 약간 증가
,  5) 매우 증가
D3_1,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
," 15) 구매후기(리뷰), 평점 등"
D3_2,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
," 15) 구매후기(리뷰), 평점 등"
D3_3,  1) 가격
,  2) 용량
,  3) 브랜드/상표/제조사
,  4) 제조일자/유통기한
,  5) 품질인증 표시
,  6) 원산지
,  7) 영양성분
,  8) 식품첨가물
,  9) 원재료/성분 함량
, 10) 포장 디자인
, 11) 포장 재활용 여부
, 12) 기능성 표시/식품의 효능
, 13) 섭취 주의사항(알레르기 유발 등)
, 14) 보관방법
," 15) 구매후기(리뷰), 평점 등"
D5_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D5_2,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D6_1,"  1) 동네 슈퍼마켓, 식자재마트(대기업 운영 제외)"
,"  2) 대기업에서 운영하는 슈퍼마켓(홈플러스 익스프레스, 롯데 슈퍼, 이마트에브리데이, No Brand 등)"
,"  3) 오프라인 대형마트(이마트, 하나로클럽/마트, 홈플러스, 롯데마트, 이마트 트레이더스, 코스트코 등)"
,"  4) 전통시장(재래시장, 약령시장)"
,  5) 백화점
,"  6) 친환경 식품 전문점(생협, 유기농 전문점, 초록마을, 한살림 등)"
,"  7) 국내 온라인 쇼핑몰(G마켓, 11번가, 쿠팡, 네이버 쇼핑 등 인터넷·모바일, 대형마트(이마트, 롯데마트)의 온라인몰 등)"
,  8) TV 홈쇼핑(TV 시청 후 홈쇼핑 온라인몰 구입 포함)
,"  9) 약국(백화점, 마트 내에 입점한 매장 포함)"
," 10) 특정상표 대리점(정관장, 한삼인, 암웨이 등 독립매장, 백화점·마트 내 입점한 대리점 포함)"
, 11) 방문판매
," 12) 해외직구 사이트(아마존, 이베이, 아이허브, 오플 등)"
, 51) 드럭스토어
, 52) 해외 오프라인 구매
, 81) 자녀가 구매
, 82) 지인
, 91) 선물 받음
D6_2,"  1) 동네 슈퍼마켓, 식자재마트(대기업 운영 제외)"
,"  2) 대기업에서 운영하는 슈퍼마켓(홈플러스 익스프레스, 롯데 슈퍼, 이마트에브리데이, No Brand 등)"
,"  3) 오프라인 대형마트(이마트, 하나로클럽/마트, 홈플러스, 롯데마트, 이마트 트레이더스, 코스트코 등)"
,"  4) 전통시장(재래시장, 약령시장)"
,  5) 백화점
,"  6) 친환경 식품 전문점(생협, 유기농 전문점, 초록마을, 한살림 등)"
,"  7) 국내 온라인 쇼핑몰(G마켓, 11번가, 쿠팡, 네이버 쇼핑 등 인터넷·모바일, 대형마트(이마트, 롯데마트)의 온라인몰 등)"
,  8) TV 홈쇼핑(TV 시청 후 홈쇼핑 온라인몰 구입 포함)
,"  9) 약국(백화점, 마트 내에 입점한 매장 포함)"
," 10) 특정상표 대리점(정관장, 한삼인, 암웨이 등 독립매장, 백화점·마트 내 입점한 대리점 포함)"
, 11) 방문판매
," 12) 해외직구 사이트(아마존, 이베이, 아이허브, 오플 등)"
, 51) 드럭스토어
, 52) 해외 오프라인 구매
, 81) 자녀가 구매
, 82) 지인
, 91) 선물 받음
D6_1_1,  1) 우수한 품질의 제품을 살 수 있어서
,  2) 가격이 더 저렴해서
,  3) 이벤트/할인행사 등을 자주해서
,  4) 유명하고 신뢰할만한 곳이라서
,  5) 다양한 상품이 있어서
,  6) 거리가 가깝거나 교통이 편해서
,  7) 주변사람이 추천해서
,  8) 자세한 설명을 들을 수 있어서
,  9) 다른 곳에서는 원하는 상품을 살 수 없어서
D6_1_2,  1) 우수한 품질의 제품을 살 수 있어서
,  2) 가격이 더 저렴해서
,  3) 이벤트/할인행사 등을 자주해서
,  4) 유명하고 신뢰할만한 곳이라서
,  5) 다양한 상품이 있어서
,  6) 거리가 가깝거나 교통이 편해서
,  7) 주변사람이 추천해서
,  8) 자세한 설명을 들을 수 있어서
,  9) 다른 곳에서는 원하는 상품을 살 수 없어서
D7_1,  1) SNS 정보(온라인 블로그/카페/유튜브/인스타)
,"  2) 제품 포장재 설명, 브랜드 등"
,  3) 가족/지인/친구 등의 추천
,  4) TV·라디오 프로그램/신문잡지 광고
,"  5) 마트, 백화점 등의 점원 설명"
,  6) 약국의 약사 설명
,  7) 홈쇼핑 등에서의 판매 정보
, 21) 방문 판매 정보
D7_2,  1) SNS 정보(온라인 블로그/카페/유튜브/인스타)
,"  2) 제품 포장재 설명, 브랜드 등"
,  3) 가족/지인/친구 등의 추천
,  4) TV·라디오 프로그램/신문잡지 광고
,"  5) 마트, 백화점 등의 점원 설명"
,  6) 약국의 약사 설명
,  7) 홈쇼핑 등에서의 판매 정보
, 21) 방문 판매 정보
D8_1,  1) 기능성 내용에 대한 의심
,  2) 제품의 안전성 의심
,  3) 인증받지 않은 제품의 유통 의심
,  4) 구입처 및 구입방법에 대한 정보 부족
,  5) 잦은 신제품 출시
,  6) 소용량(1개월 미만 복용) 제품 부족
,"  7) 맛, 향, 크기 등에 대한 거부감"
,  8) 수입산 건강기능식품에 비해 높은 가격
,  9) 이상 사례/부작용 발생
, 98) 없음
D8_2,  1) 기능성 내용에 대한 의심
,  2) 제품의 안전성 의심
,  3) 인증받지 않은 제품의 유통 의심
,  4) 구입처 및 구입방법에 대한 정보 부족
,  5) 잦은 신제품 출시
,  6) 소용량(1개월 미만 복용) 제품 부족
,"  7) 맛, 향, 크기 등에 대한 거부감"
,  8) 수입산 건강기능식품에 비해 높은 가격
,  9) 이상 사례/부작용 발생
, 98) 없음
D8_3,  1) 기능성 내용에 대한 의심
,  2) 제품의 안전성 의심
,  3) 인증받지 않은 제품의 유통 의심
,  4) 구입처 및 구입방법에 대한 정보 부족
,  5) 잦은 신제품 출시
,  6) 소용량(1개월 미만 복용) 제품 부족
,"  7) 맛, 향, 크기 등에 대한 거부감"
,  8) 수입산 건강기능식품에 비해 높은 가격
,  9) 이상 사례/부작용 발생
, 98) 없음
D8_4,  1) 기능성 내용에 대한 의심
,  2) 제품의 안전성 의심
,  3) 인증받지 않은 제품의 유통 의심
,  4) 구입처 및 구입방법에 대한 정보 부족
,  5) 잦은 신제품 출시
,  6) 소용량(1개월 미만 복용) 제품 부족
,"  7) 맛, 향, 크기 등에 대한 거부감"
,  8) 수입산 건강기능식품에 비해 높은 가격
,  9) 이상 사례/부작용 발생
, 98) 없음
D8_5,  1) 기능성 내용에 대한 의심
,  2) 제품의 안전성 의심
,  3) 인증받지 않은 제품의 유통 의심
,  4) 구입처 및 구입방법에 대한 정보 부족
,  5) 잦은 신제품 출시
,  6) 소용량(1개월 미만 복용) 제품 부족
,"  7) 맛, 향, 크기 등에 대한 거부감"
,  8) 수입산 건강기능식품에 비해 높은 가격
,  9) 이상 사례/부작용 발생
, 98) 없음
D8_6,  1) 기능성 내용에 대한 의심
,  2) 제품의 안전성 의심
,  3) 인증받지 않은 제품의 유통 의심
,  4) 구입처 및 구입방법에 대한 정보 부족
,  5) 잦은 신제품 출시
,  6) 소용량(1개월 미만 복용) 제품 부족
,"  7) 맛, 향, 크기 등에 대한 거부감"
,  8) 수입산 건강기능식품에 비해 높은 가격
,  9) 이상 사례/부작용 발생
, 98) 없음
D8_7,  1) 기능성 내용에 대한 의심
,  2) 제품의 안전성 의심
,  3) 인증받지 않은 제품의 유통 의심
,  4) 구입처 및 구입방법에 대한 정보 부족
,  5) 잦은 신제품 출시
,  6) 소용량(1개월 미만 복용) 제품 부족
,"  7) 맛, 향, 크기 등에 대한 거부감"
,  8) 수입산 건강기능식품에 비해 높은 가격
,  9) 이상 사례/부작용 발생
, 98) 없음
D8_8,  1) 기능성 내용에 대한 의심
,  2) 제품의 안전성 의심
,  3) 인증받지 않은 제품의 유통 의심
,  4) 구입처 및 구입방법에 대한 정보 부족
,  5) 잦은 신제품 출시
,  6) 소용량(1개월 미만 복용) 제품 부족
,"  7) 맛, 향, 크기 등에 대한 거부감"
,  8) 수입산 건강기능식품에 비해 높은 가격
,  9) 이상 사례/부작용 발생
, 98) 없음
D8_9,  1) 기능성 내용에 대한 의심
,  2) 제품의 안전성 의심
,  3) 인증받지 않은 제품의 유통 의심
,  4) 구입처 및 구입방법에 대한 정보 부족
,  5) 잦은 신제품 출시
,  6) 소용량(1개월 미만 복용) 제품 부족
,"  7) 맛, 향, 크기 등에 대한 거부감"
,  8) 수입산 건강기능식품에 비해 높은 가격
,  9) 이상 사례/부작용 발생
, 98) 없음
D8_10,  1) 기능성 내용에 대한 의심
,  2) 제품의 안전성 의심
,  3) 인증받지 않은 제품의 유통 의심
,  4) 구입처 및 구입방법에 대한 정보 부족
,  5) 잦은 신제품 출시
,  6) 소용량(1개월 미만 복용) 제품 부족
,"  7) 맛, 향, 크기 등에 대한 거부감"
,  8) 수입산 건강기능식품에 비해 높은 가격
,  9) 이상 사례/부작용 발생
, 98) 없음
D9,  1) 먹고 있다
,  2) 먹고 있지 않다
D9_1_1_1,  1) 남자
,  2) 여자
D9_1_4_1_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_2_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_3_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_4_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_5_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_6_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_7_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_8_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_9_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_10_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_11_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_12_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_13_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_14_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_15_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_16_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
,  6) 엠에스엠(MSM)
,  7) 밀크씨슬
,  8) 가르시니아캄보지아
,  9) 식이섬유
, 10) 쏘팔메토
, 11) 홍국
, 12) 마리골드꽃추출물/루테인지아잔틴추출물
, 13) 프로폴리스
, 14) 프락토올리고당
, 15) 알로에
, 16) 녹차추출물
, 17) 난소화성말토덱스트린
, 18) 코엔자임Q10
, 19) 콜라겐
, 20) 당귀추출물(헤모힘)
, 51) 관절팔팔
, 52) 이노치노하하
, 72) 침향
, 81) 눈 영양제
D9_1_4_17_1,"  1) 인삼류(인삼, 홍삼)"
,  2) 유산균류(프로바이오틱스 등)
,  3) 비타민 및 무기질
,"  4) EPA 및 DHA 함유 유지(오메가3, 크릴오일 등)"
,  5) 단백질
